title,location,time_of_work,type_of_agreement,salary,article_url
Area Manager - kierownik sprzedaży / punkty sushi - KRAKÓW,25  lis,Pełny etat,Umowa o pracę,18 zł/godz. brutto,https://www.olx.pl/oferta/area-manager-kierownik-sprzedazy-punkty-sushi-krakow-CID4-IDCyZNT.html#9a32ababfe
Poszukujemy pracowników do lokali U Szwagra,"Kraków, Stare Miasto",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/poszukujemy-pracownikow-do-lokali-u-szwagra-CID4-IDC3VqA.html#9a32ababfe
Restauracja Malecon zatrudni barmanów,25  lis,Pełny etat,Umowa o pracę,od 2 500 zł do 3 000 zł/mies.  brutto,https://www.olx.pl/oferta/restauracja-malecon-zatrudni-barmanow-CID4-IDCyfnH.html#9a32ababfe
POMOC KUCHENNĄ zatrudnię od zaraz,"Kraków, Bronowice",Pełny etat,Umowa o pracę,od 2 500 zł do 5 000 zł/mies.  brutto,https://www.olx.pl/oferta/pomoc-kuchenna-zatrudnie-od-zaraz-CID4-IDCycez.html#9a32ababfe
Zatrudnimy kelnerów i kelnerki praca w weekend.,25  lis,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/zatrudnimy-kelnerow-i-kelnerki-praca-w-weekend-CID4-IDze8Ke.html#9a32ababfe
Praca Pomoc Kuchenna,"Kraków, Bronowice",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/praca-pomoc-kuchenna-CID4-IDCxV9p.html#9a32ababfe
Pomoc Kucharza,25  lis,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/pomoc-kucharza-CID4-IDCxV1B.html#9a32ababfe
"Pomoc kuchenna, szpital w Krakowie","Kraków, Prądnik Biały",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/pomoc-kuchenna-szpital-w-krakowie-CID4-IDCxJr9.html#9a32ababfe
Osoba do wydawania śniadań,24  lis,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/osoba-do-wydawania-sniadan-CID4-IDCx4mn.html#9a32ababfe
Hotel *** w Krakowie zatrudni Kelnerkę/ Kelnera,"Kraków, Grzegórzki",Pełny etat,Umowa o pracę,od 2 500 zł do 3 000 zł/mies.  brutto,https://www.olx.pl/oferta/hotel-w-krakowie-zatrudni-kelnerke-kelnera-CID4-IDCxkAZ.html#9a32ababfe
Barman / Kelner / Kelnerka / Szatniarz - Shine Club Kraków,24  lis,Pełny etat,Umowa o pracę,od 3 500 zł do 5 000 zł/mies.  brutto,https://www.olx.pl/oferta/barman-kelner-kelnerka-szatniarz-shine-club-krakow-CID4-IDCx9EU.html#9a32ababfe
Kelnerki zatrudni Restauracja Bazylia blisko Wawelu (nowy szef kuchni),"Kraków, Stare Miasto",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kelnerki-zatrudni-restauracja-bazylia-blisko-wawelu-nowy-szef-kuchni-CID4-IDrqaH5.html#9a32ababfe
Zatrudnię samodzielnego kucharza,24  lis,Dodatkowa / sezonowa,Umowa o pracę,,https://www.olx.pl/oferta/zatrudnie-samodzielnego-kucharza-CID4-IDCvZE9.html#9a32ababfe
